sample,datetime,wtemp_p_1,wtrhgt__2,batt_mi_3
5856,09/18/2015 02:45:00,21.6,0,3.55
5857,09/18/2015 02:50:00,21.6,0,3.55
5858,09/18/2015 02:55:00,21.6,0,3.55
5859,09/18/2015 03:00:00,21.6,0,3.55
5860,09/18/2015 03:05:00,21.6,0,3.55
5861,09/18/2015 03:10:00,21.6,0,3.55
5862,09/18/2015 03:15:00,21.6,0,3.55
5863,09/18/2015 03:20:00,21.6,0,3.55
5864,09/18/2015 03:25:00,21.6,0,3.55
5865,09/18/2015 03:30:00,21.6,0,3.55
5866,09/18/2015 03:35:00,21.6,0,3.55
5867,09/18/2015 03:40:00,21.6,0,3.55
5868,09/18/2015 03:45:00,21.6,0,3.55
5869,09/18/2015 03:50:00,21.6,0,3.55
5870,09/18/2015 03:55:00,21.6,0,3.55
5871,09/18/2015 04:00:00,21.6,0,3.55
5872,09/18/2015 04:05:00,21.6,0,3.55
5873,09/18/2015 04:10:00,21.6,0,3.55
5874,09/18/2015 04:15:00,21.6,0,3.55
5875,09/18/2015 04:20:00,21.6,0,3.55
5876,09/18/2015 04:25:00,21.6,0,3.55
5877,09/18/2015 04:30:00,21.6,0,3.55
5878,09/18/2015 04:35:00,21.6,0,3.55
5879,09/18/2015 04:40:00,21.6,0,3.55
5880,09/18/2015 04:45:00,21.6,0,3.55
5881,09/18/2015 04:50:00,21.6,0,3.55
5882,09/18/2015 04:55:00,21.6,0,3.55
5883,09/18/2015 05:00:00,21.6,0,3.55
5884,09/18/2015 05:05:00,21.6,0,3.55
5885,09/18/2015 05:10:00,21.6,0,3.55
5886,09/18/2015 05:15:00,21.6,0,3.55
5887,09/18/2015 05:20:00,21.6,0,3.55
5888,09/18/2015 05:25:00,21.6,0,3.55
5889,09/18/2015 05:30:00,21.6,0,3.55
5890,09/18/2015 05:35:00,21.6,0,3.55
5891,09/18/2015 05:40:00,21.6,0,3.55
5892,09/18/2015 05:45:00,21.6,0,3.55
5893,09/18/2015 05:50:00,21.6,0,3.55
5894,09/18/2015 05:55:00,21.6,0,3.55
5895,09/18/2015 06:00:00,21.6,0,3.55
5896,09/18/2015 06:05:00,21.6,0,3.55
5897,09/18/2015 06:10:00,21.6,0,3.55
5898,09/18/2015 06:15:00,21.6,0,3.55
5899,09/18/2015 06:20:00,21.6,0,3.55
5900,09/18/2015 06:25:00,21.6,0,3.55
5901,09/18/2015 06:30:00,21.3,0,3.55
5902,09/18/2015 06:35:00,21.3,0,3.55
5903,09/18/2015 06:40:00,21.3,0,3.55
5904,09/18/2015 06:45:00,21.3,0,3.55
5905,09/18/2015 06:50:00,21.3,0,3.55
5906,09/18/2015 06:55:00,21.3,0,3.55
5907,09/18/2015 07:00:00,21.3,0,3.55
5908,09/18/2015 07:05:00,21.3,0,3.55
5909,09/18/2015 07:10:00,21.3,0,3.55
5910,09/18/2015 07:15:00,21.3,0,3.55
5911,09/18/2015 07:20:00,21.3,0,3.55
5912,09/18/2015 07:25:00,21.3,0,3.55
5913,09/18/2015 07:30:00,21.3,0,3.55
5914,09/18/2015 07:35:00,21.3,0,3.55
5915,09/18/2015 07:40:00,21.3,0,3.55
5916,09/18/2015 07:45:00,21.3,0,3.55
5917,09/18/2015 07:50:00,21.3,0,3.55
5918,09/18/2015 07:55:00,21.3,0,3.55
5919,09/18/2015 08:00:00,21.3,0,3.55
5920,09/18/2015 08:05:00,21.3,0,3.55
5921,09/18/2015 08:10:00,21.3,0,3.55
5922,09/18/2015 08:15:00,21.3,0,3.55
5923,09/18/2015 08:20:00,21.3,0,3.55
5924,09/18/2015 08:25:00,21.3,0,3.55
5925,09/18/2015 08:30:00,21.3,0,3.55
5926,09/18/2015 08:35:00,21.3,0,3.55
5927,09/18/2015 08:40:00,21.3,0,3.55
5928,09/18/2015 08:45:00,21.3,0,3.55
5929,09/18/2015 08:50:00,21.3,0,3.55
5930,09/18/2015 08:55:00,21.3,0,3.56
5931,09/18/2015 09:00:00,21.3,0,3.56
5932,09/18/2015 09:05:00,21.3,0,3.56
5933,09/18/2015 09:10:00,21.3,0,3.56
5934,09/18/2015 09:15:00,21.3,0,3.56
5935,09/18/2015 09:20:00,21.3,0,3.56
5936,09/18/2015 09:25:00,21.3,0,3.56
5937,09/18/2015 09:30:00,21.3,0,3.56
5938,09/18/2015 09:35:00,21.3,0,3.56
5939,09/18/2015 09:40:00,21.3,-1,3.56
5940,09/18/2015 09:45:00,21.3,0,3.56
5941,09/18/2015 09:50:00,21.3,0,3.56
5942,09/18/2015 09:55:00,21.3,0,3.56
5943,09/18/2015 10:00:00,21.3,0,3.56
5944,09/18/2015 10:05:00,21.3,0,3.56
5945,09/18/2015 10:10:00,21.3,0,3.56
5946,09/18/2015 10:15:00,21.3,0,3.56
5947,09/18/2015 10:20:00,21.3,0,3.56
5948,09/18/2015 10:25:00,21.3,0,3.56
5949,09/18/2015 10:30:00,21.3,-1,3.56
5950,09/18/2015 10:35:00,21.3,-1,3.56
5951,09/18/2015 10:40:00,21.3,-1,3.56
5952,09/18/2015 10:45:00,21.3,-1,3.56
5953,09/18/2015 10:50:00,21.3,-1,3.56
5954,09/18/2015 10:55:00,21.3,0,3.56
5955,09/18/2015 11:00:00,21.3,0,3.57
5956,09/18/2015 11:05:00,21.3,0,3.57
5957,09/18/2015 11:10:00,21.3,0,3.56
5958,09/18/2015 11:15:00,21.3,0,3.57
5959,09/18/2015 11:20:00,21.3,0,3.57
5960,09/18/2015 11:25:00,21.3,0,3.57
5961,09/18/2015 11:30:00,21.3,0,3.57
5962,09/18/2015 11:35:00,21.3,0,3.57
5963,09/18/2015 11:40:00,21.3,-1,3.57
5964,09/18/2015 11:45:00,21.3,-1,3.57
5965,09/18/2015 11:50:00,21.3,-1,3.57
5966,09/18/2015 11:55:00,21.3,-1,3.57
5967,09/18/2015 12:00:00,21.3,0,3.57
5968,09/18/2015 12:05:00,21.3,0,3.57
5969,09/18/2015 12:10:00,21.3,0,3.57
5970,09/18/2015 12:15:00,21.3,0,3.57
5971,09/18/2015 12:20:00,21.3,0,3.57
5972,09/18/2015 12:25:00,21.3,0,3.57
5973,09/18/2015 12:30:00,21.3,0,3.57
5974,09/18/2015 12:35:00,21.3,0,3.57
5975,09/18/2015 12:40:00,21.6,0,3.57
5976,09/18/2015 12:45:00,21.6,-1,3.57
5977,09/18/2015 12:50:00,21.6,-1,3.57
5978,09/18/2015 12:55:00,21.6,-1,3.57
5979,09/18/2015 13:00:00,21.6,-1,3.57
5980,09/18/2015 13:05:00,21.6,-1,3.58
5981,09/18/2015 13:10:00,21.6,-1,3.58
5982,09/18/2015 13:15:00,21.6,0,3.58
5983,09/18/2015 13:20:00,21.6,0,3.58
5984,09/18/2015 13:25:00,21.6,0,3.58
5985,09/18/2015 13:30:00,21.6,0,3.58
5986,09/18/2015 13:35:00,21.6,0,3.58
5987,09/18/2015 13:40:00,21.6,0,3.58
5988,09/18/2015 13:45:00,21.6,0,3.58
5989,09/18/2015 13:50:00,21.6,0,3.57
5990,09/18/2015 13:55:00,21.6,-1,3.57
5991,09/18/2015 14:00:00,21.6,-1,3.58
5992,09/18/2015 14:05:00,21.6,-1,3.58
5993,09/18/2015 14:10:00,21.6,-1,3.58
5994,09/18/2015 14:15:00,21.6,0,3.58
5995,09/18/2015 14:20:00,21.6,0,3.58
5996,09/18/2015 14:25:00,21.6,0,3.58
5997,09/18/2015 14:30:00,21.6,-1,3.58
5998,09/18/2015 14:35:00,21.6,-1,3.58
5999,09/18/2015 14:40:00,21.6,-1,3.58
6000,09/18/2015 14:45:00,21.6,-1,3.58
6001,09/18/2015 14:50:00,21.6,-1,3.58
6002,09/18/2015 14:55:00,21.6,-1,3.58
6003,09/18/2015 15:00:00,21.6,-1,3.58
6004,09/18/2015 15:05:00,21.6,-1,3.58
6005,09/18/2015 15:10:00,21.6,-1,3.58
6006,09/18/2015 15:15:00,21.6,-1,3.57
6007,09/18/2015 15:20:00,21.6,-1,3.57
6008,09/18/2015 15:25:00,21.6,-1,3.57
6009,09/18/2015 15:30:00,21.6,-1,3.57
6010,09/18/2015 15:35:00,21.6,-1,3.57
6011,09/18/2015 15:40:00,21.6,-1,3.57
6012,09/18/2015 15:45:00,21.6,-1,3.57
6013,09/18/2015 15:50:00,21.6,-1,3.57
6014,09/18/2015 15:55:00,21.6,-1,3.57
6015,09/18/2015 16:00:00,21.6,-1,3.57
6016,09/18/2015 16:05:00,21.6,-1,3.57
6017,09/18/2015 16:10:00,21.6,-1,3.57
6018,09/18/2015 16:15:00,21.6,-1,3.57
6019,09/18/2015 16:20:00,21.6,-1,3.57
6020,09/18/2015 16:25:00,21.6,-1,3.57
6021,09/18/2015 16:30:00,21.6,-1,3.57
6022,09/18/2015 16:35:00,21.6,-1,3.57
6023,09/18/2015 16:40:00,21.6,-1,3.57
6024,09/18/2015 16:45:00,21.6,-1,3.57
6025,09/18/2015 16:50:00,21.6,-1,3.57
6026,09/18/2015 16:55:00,21.6,-1,3.57
6027,09/18/2015 17:00:00,21.6,-1,3.57
6028,09/18/2015 17:05:00,21.6,-1,3.57
6029,09/18/2015 17:10:00,21.6,-2,3.57
6030,09/18/2015 17:15:00,21.6,-1,3.57
6031,09/18/2015 17:20:00,21.6,-1,3.57
6032,09/18/2015 17:25:00,21.6,-1,3.57
6033,09/18/2015 17:30:00,21.6,-1,3.57
6034,09/18/2015 17:35:00,21.6,-1,3.57
6035,09/18/2015 17:40:00,21.6,-1,3.57
6036,09/18/2015 17:45:00,21.6,-1,3.57
6037,09/18/2015 17:50:00,21.6,-1,3.57
6038,09/18/2015 17:55:00,21.6,-1,3.57
6039,09/18/2015 18:00:00,21.6,-1,3.57
6040,09/18/2015 18:05:00,21.6,-1,3.57
6041,09/18/2015 18:10:00,22.0,-1,3.57
6042,09/18/2015 18:15:00,22.0,-1,3.57
6043,09/18/2015 18:20:00,22.0,-1,3.57
6044,09/18/2015 18:25:00,22.0,-2,3.57
6045,09/18/2015 18:30:00,22.0,-1,3.57
6046,09/18/2015 18:35:00,22.0,-1,3.57
6047,09/18/2015 18:40:00,22.0,-1,3.57
6048,09/18/2015 18:45:00,22.0,-1,3.57
6049,09/18/2015 18:50:00,22.0,-1,3.56
6050,09/18/2015 18:55:00,22.0,-1,3.56
6051,09/18/2015 19:00:00,22.0,-1,3.56
6052,09/18/2015 19:05:00,22.0,-1,3.56
6053,09/18/2015 19:10:00,22.0,-1,3.56
6054,09/18/2015 19:15:00,22.0,-1,3.56
6055,09/18/2015 19:20:00,22.0,-1,3.56
6056,09/18/2015 19:25:00,22.0,-1,3.56
6057,09/18/2015 19:30:00,22.0,-1,3.56
6058,09/18/2015 19:35:00,22.0,-1,3.56
6059,09/18/2015 19:40:00,22.0,-1,3.56
6060,09/18/2015 19:45:00,22.0,-1,3.56
6061,09/18/2015 19:50:00,22.0,-1,3.56
6062,09/18/2015 19:55:00,22.0,-1,3.56
6063,09/18/2015 20:00:00,22.0,-1,3.56
6064,09/18/2015 20:05:00,22.0,-1,3.56
6065,09/18/2015 20:10:00,22.0,-1,3.56
6066,09/18/2015 20:15:00,22.0,-1,3.56
6067,09/18/2015 20:20:00,22.0,-1,3.56
6068,09/18/2015 20:25:00,22.0,-1,3.56
6069,09/18/2015 20:30:00,22.0,-1,3.56
6070,09/18/2015 20:35:00,22.0,-1,3.56
6071,09/18/2015 20:40:00,22.0,-1,3.56
6072,09/18/2015 20:45:00,22.0,-1,3.56
6073,09/18/2015 20:50:00,22.0,-1,3.56
6074,09/18/2015 20:55:00,22.0,-1,3.56
6075,09/18/2015 21:00:00,22.0,-1,3.56
6076,09/18/2015 21:05:00,22.0,-1,3.56
6077,09/18/2015 21:10:00,22.0,-1,3.56
6078,09/18/2015 21:15:00,22.0,-1,3.56
6079,09/18/2015 21:20:00,22.0,-1,3.56
6080,09/18/2015 21:25:00,22.0,-1,3.56
6081,09/18/2015 21:30:00,22.0,-1,3.56
6082,09/18/2015 21:35:00,22.0,-1,3.56
6083,09/18/2015 21:40:00,22.0,-1,3.56
6084,09/18/2015 21:45:00,22.0,-1,3.56
6085,09/18/2015 21:50:00,22.0,-1,3.56
6086,09/18/2015 21:55:00,22.0,-1,3.56
6087,09/18/2015 22:00:00,22.0,-1,3.56
6088,09/18/2015 22:05:00,22.0,-1,3.56
6089,09/18/2015 22:10:00,22.0,-1,3.56
6090,09/18/2015 22:15:00,22.0,-1,3.56
6091,09/18/2015 22:20:00,22.0,-1,3.56
6092,09/18/2015 22:25:00,22.0,-1,3.56
6093,09/18/2015 22:30:00,22.0,-1,3.56
6094,09/18/2015 22:35:00,22.0,-1,3.56
6095,09/18/2015 22:40:00,22.0,-1,3.56
6096,09/18/2015 22:45:00,22.0,-1,3.56
6097,09/18/2015 22:50:00,22.0,-1,3.56
6098,09/18/2015 22:55:00,22.0,-1,3.56
6099,09/18/2015 23:00:00,22.0,-1,3.56
6100,09/18/2015 23:05:00,22.0,-1,3.56
6101,09/18/2015 23:10:00,22.0,-1,3.56
6102,09/18/2015 23:15:00,22.0,-1,3.56
6103,09/18/2015 23:20:00,22.0,-1,3.56
6104,09/18/2015 23:25:00,22.0,-1,3.56
6105,09/18/2015 23:30:00,22.0,-1,3.56
6106,09/18/2015 23:35:00,22.0,-1,3.56
6107,09/18/2015 23:40:00,22.0,-1,3.56
6108,09/18/2015 23:45:00,22.0,-1,3.56
6109,09/18/2015 23:50:00,22.0,-1,3.55
6110,09/18/2015 23:55:00,22.0,-1,3.56
6111,09/19/2015 00:00:00,22.0,-1,3.56
6112,09/19/2015 00:05:00,22.0,-1,3.55
6113,09/19/2015 00:10:00,22.0,-1,3.56
6114,09/19/2015 00:15:00,22.0,-1,3.55
6115,09/19/2015 00:20:00,22.0,-1,3.55
6116,09/19/2015 00:25:00,22.0,-1,3.55
6117,09/19/2015 00:30:00,22.0,-1,3.55
6118,09/19/2015 00:35:00,22.0,-1,3.55
6119,09/19/2015 00:40:00,22.0,-1,3.55
6120,09/19/2015 00:45:00,22.0,-1,3.55
6121,09/19/2015 00:50:00,22.0,-1,3.55
6122,09/19/2015 00:55:00,22.0,-1,3.55
6123,09/19/2015 01:00:00,22.0,-1,3.55
6124,09/19/2015 01:05:00,22.0,-1,3.55
6125,09/19/2015 01:10:00,22.0,-1,3.55
6126,09/19/2015 01:15:00,22.0,-1,3.55
6127,09/19/2015 01:20:00,22.0,-1,3.55
6128,09/19/2015 01:25:00,22.0,-1,3.55
6129,09/19/2015 01:30:00,22.0,0,3.55
6130,09/19/2015 01:35:00,22.0,0,3.55
6131,09/19/2015 01:40:00,22.0,0,3.55
6132,09/19/2015 01:45:00,22.0,0,3.55
6133,09/19/2015 01:50:00,22.0,-1,3.55
6134,09/19/2015 01:55:00,22.0,-1,3.55
6135,09/19/2015 02:00:00,22.0,0,3.55
6136,09/19/2015 02:05:00,22.0,0,3.55
6137,09/19/2015 02:10:00,22.0,0,3.55
6138,09/19/2015 02:15:00,22.0,0,3.55
6139,09/19/2015 02:20:00,22.0,0,3.55
6140,09/19/2015 02:25:00,22.0,0,3.55
6141,09/19/2015 02:30:00,22.0,0,3.55
6142,09/19/2015 02:35:00,21.6,-1,3.55
6143,09/19/2015 02:40:00,21.6,-1,3.55
6144,09/19/2015 02:45:00,21.6,-1,3.55
6145,09/19/2015 02:50:00,21.6,-1,3.55
6146,09/19/2015 02:55:00,21.6,-1,3.55
6147,09/19/2015 03:00:00,21.6,-1,3.55
6148,09/19/2015 03:05:00,21.6,-1,3.55
6149,09/19/2015 03:10:00,21.6,-1,3.55
6150,09/19/2015 03:15:00,21.6,-1,3.55
6151,09/19/2015 03:20:00,21.6,-1,3.55
6152,09/19/2015 03:25:00,21.6,-1,3.55
6153,09/19/2015 03:30:00,21.6,0,3.55
6154,09/19/2015 03:35:00,21.6,0,3.55
6155,09/19/2015 03:40:00,21.6,0,3.55
6156,09/19/2015 03:45:00,21.6,0,3.55
6157,09/19/2015 03:50:00,21.6,0,3.55
6158,09/19/2015 03:55:00,21.6,0,3.55
6159,09/19/2015 04:00:00,21.6,0,3.55
6160,09/19/2015 04:05:00,21.6,0,3.55
6161,09/19/2015 04:10:00,21.6,0,3.55
6162,09/19/2015 04:15:00,21.6,0,3.55
6163,09/19/2015 04:20:00,21.6,0,3.55
6164,09/19/2015 04:25:00,21.6,0,3.55
6165,09/19/2015 04:30:00,21.6,0,3.55
6166,09/19/2015 04:35:00,21.6,0,3.55
6167,09/19/2015 04:40:00,21.6,0,3.55
6168,09/19/2015 04:45:00,21.6,0,3.55
6169,09/19/2015 04:50:00,21.6,0,3.55
6170,09/19/2015 04:55:00,21.6,0,3.55
6171,09/19/2015 05:00:00,21.6,0,3.55
6172,09/19/2015 05:05:00,21.6,0,3.55
6173,09/19/2015 05:10:00,21.6,0,3.55
6174,09/19/2015 05:15:00,21.6,0,3.55
6175,09/19/2015 05:20:00,21.6,0,3.55
6176,09/19/2015 05:25:00,21.6,0,3.55
6177,09/19/2015 05:30:00,21.6,0,3.55
6178,09/19/2015 05:35:00,21.6,0,3.55
6179,09/19/2015 05:40:00,21.6,0,3.55
6180,09/19/2015 05:45:00,21.6,0,3.55
6181,09/19/2015 05:50:00,21.6,0,3.55
6182,09/19/2015 05:55:00,21.6,0,3.55
6183,09/19/2015 06:00:00,21.6,0,3.55
6184,09/19/2015 06:05:00,21.6,0,3.55
6185,09/19/2015 06:10:00,21.6,0,3.55
6186,09/19/2015 06:15:00,21.6,0,3.55
6187,09/19/2015 06:20:00,21.6,0,3.55
6188,09/19/2015 06:25:00,21.6,0,3.55
6189,09/19/2015 06:30:00,21.6,0,3.55
6190,09/19/2015 06:35:00,21.6,0,3.55
6191,09/19/2015 06:40:00,21.6,0,3.55
6192,09/19/2015 06:45:00,21.6,0,3.55
6193,09/19/2015 06:50:00,21.6,0,3.55
6194,09/19/2015 06:55:00,21.6,0,3.55
6195,09/19/2015 07:00:00,21.6,0,3.55
6196,09/19/2015 07:05:00,21.6,0,3.55
6197,09/19/2015 07:10:00,21.6,0,3.55
6198,09/19/2015 07:15:00,21.6,0,3.55
6199,09/19/2015 07:20:00,21.6,0,3.55
6200,09/19/2015 07:25:00,21.6,0,3.55
6201,09/19/2015 07:30:00,21.6,0,3.55
6202,09/19/2015 07:35:00,21.6,0,3.55
6203,09/19/2015 07:40:00,21.6,0,3.55
6204,09/19/2015 07:45:00,21.6,0,3.55
6205,09/19/2015 07:50:00,21.6,0,3.55
6206,09/19/2015 07:55:00,21.6,0,3.55
6207,09/19/2015 08:00:00,21.6,0,3.55
6208,09/19/2015 08:05:00,21.6,0,3.55
6209,09/19/2015 08:10:00,21.6,0,3.55
6210,09/19/2015 08:15:00,21.6,0,3.55
6211,09/19/2015 08:20:00,21.6,0,3.55
6212,09/19/2015 08:25:00,21.6,0,3.55
6213,09/19/2015 08:30:00,21.6,0,3.55
6214,09/19/2015 08:35:00,21.6,0,3.55
6215,09/19/2015 08:40:00,21.6,0,3.56
6216,09/19/2015 08:45:00,21.6,0,3.56
6217,09/19/2015 08:50:00,21.6,0,3.56
6218,09/19/2015 08:55:00,21.6,0,3.56
6219,09/19/2015 09:00:00,21.6,0,3.56
6220,09/19/2015 09:05:00,21.6,0,3.56
6221,09/19/2015 09:10:00,21.6,0,3.56
6222,09/19/2015 09:15:00,21.6,0,3.56
6223,09/19/2015 09:20:00,21.6,0,3.56
6224,09/19/2015 09:25:00,21.6,0,3.56
6225,09/19/2015 09:30:00,21.6,0,3.56
6226,09/19/2015 09:35:00,21.6,0,3.56
6227,09/19/2015 09:40:00,21.6,0,3.56
6228,09/19/2015 09:45:00,21.6,0,3.56
6229,09/19/2015 09:50:00,21.6,0,3.56
6230,09/19/2015 09:55:00,21.6,0,3.56
6231,09/19/2015 10:00:00,21.6,0,3.56
6232,09/19/2015 10:05:00,21.6,0,3.56
6233,09/19/2015 10:10:00,21.6,0,3.56
6234,09/19/2015 10:15:00,21.6,0,3.56
6235,09/19/2015 10:20:00,21.6,0,3.56
6236,09/19/2015 10:25:00,21.6,-1,3.56
6237,09/19/2015 10:30:00,21.6,-1,3.56
6238,09/19/2015 10:35:00,21.6,-1,3.56
6239,09/19/2015 10:40:00,21.6,-1,3.56
6240,09/19/2015 10:45:00,21.6,-1,3.56
6241,09/19/2015 10:50:00,21.6,-1,3.57
6242,09/19/2015 10:55:00,21.6,0,3.57
6243,09/19/2015 11:00:00,21.6,0,3.57
6244,09/19/2015 11:05:00,21.6,0,3.57
6245,09/19/2015 11:10:00,21.6,0,3.57
6246,09/19/2015 11:15:00,21.6,0,3.57
6247,09/19/2015 11:20:00,21.6,0,3.57
6248,09/19/2015 11:25:00,21.6,0,3.57
6249,09/19/2015 11:30:00,21.6,0,3.57
6250,09/19/2015 11:35:00,21.6,0,3.57
6251,09/19/2015 11:40:00,21.6,-1,3.57
6252,09/19/2015 11:45:00,21.6,-1,3.57
6253,09/19/2015 11:50:00,21.6,-1,3.57
6254,09/19/2015 11:55:00,21.6,-1,3.57
6255,09/19/2015 12:00:00,21.6,-1,3.57
6256,09/19/2015 12:05:00,21.6,0,3.57
6257,09/19/2015 12:10:00,21.6,0,3.57
6258,09/19/2015 12:15:00,21.6,0,3.57
6259,09/19/2015 12:20:00,21.6,0,3.57
6260,09/19/2015 12:25:00,21.6,0,3.57
6261,09/19/2015 12:30:00,21.6,-1,3.57
6262,09/19/2015 12:35:00,21.6,-1,3.57
6263,09/19/2015 12:40:00,21.6,-1,3.57
6264,09/19/2015 12:45:00,21.6,-1,3.57
6265,09/19/2015 12:50:00,21.6,-1,3.57
6266,09/19/2015 12:55:00,21.6,-1,3.58
6267,09/19/2015 13:00:00,21.6,-1,3.58
6268,09/19/2015 13:05:00,21.6,-1,3.58
6269,09/19/2015 13:10:00,21.6,-1,3.58
6270,09/19/2015 13:15:00,21.6,-1,3.58
6271,09/19/2015 13:20:00,21.6,-1,3.58
6272,09/19/2015 13:25:00,21.6,-1,3.58
6273,09/19/2015 13:30:00,21.6,-1,3.58
6274,09/19/2015 13:35:00,21.6,-1,3.58
6275,09/19/2015 13:40:00,21.6,-1,3.58
6276,09/19/2015 13:45:00,21.6,-1,3.58
6277,09/19/2015 13:50:00,21.6,-1,3.58
6278,09/19/2015 13:55:00,21.6,-1,3.58
6279,09/19/2015 14:00:00,21.6,-1,3.58
6280,09/19/2015 14:05:00,21.6,-1,3.58
6281,09/19/2015 14:10:00,21.6,-2,3.58
6282,09/19/2015 14:15:00,21.6,-2,3.58
6283,09/19/2015 14:20:00,21.6,-1,3.58
6284,09/19/2015 14:25:00,21.6,-2,3.58
6285,09/19/2015 14:30:00,21.6,-1,3.58
6286,09/19/2015 14:35:00,21.6,-2,3.58
6287,09/19/2015 14:40:00,21.6,-2,3.58
6288,09/19/2015 14:45:00,21.6,-2,3.58
6289,09/19/2015 14:50:00,21.6,-2,3.58
6290,09/19/2015 14:55:00,21.6,-2,3.58
6291,09/19/2015 15:00:00,21.6,-2,3.58
6292,09/19/2015 15:05:00,21.6,-2,3.58
6293,09/19/2015 15:10:00,21.6,-2,3.58
6294,09/19/2015 15:15:00,21.6,-2,3.58
6295,09/19/2015 15:20:00,21.6,-2,3.58
6296,09/19/2015 15:25:00,21.6,-2,3.58
6297,09/19/2015 15:30:00,21.6,-2,3.58
6298,09/19/2015 15:35:00,21.6,-2,3.58
6299,09/19/2015 15:40:00,21.6,-2,3.58
6300,09/19/2015 15:45:00,21.6,-2,3.58
6301,09/19/2015 15:50:00,21.6,-2,3.58
6302,09/19/2015 15:55:00,21.6,-2,3.58
6303,09/19/2015 16:00:00,21.6,-2,3.58
6304,09/19/2015 16:05:00,22.0,-2,3.58
6305,09/19/2015 16:10:00,22.0,-2,3.58
6306,09/19/2015 16:15:00,22.0,-2,3.58
6307,09/19/2015 16:20:00,22.0,-2,3.58
6308,09/19/2015 16:25:00,22.0,-2,3.58
6309,09/19/2015 16:30:00,22.0,-2,3.58
6310,09/19/2015 16:35:00,22.0,-2,3.58
6311,09/19/2015 16:40:00,22.0,-2,3.58
6312,09/19/2015 16:45:00,22.0,-2,3.58
6313,09/19/2015 16:50:00,22.0,-2,3.58
6314,09/19/2015 16:55:00,22.0,-2,3.58
6315,09/19/2015 17:00:00,22.0,-2,3.58
6316,09/19/2015 17:05:00,22.0,-2,3.58
6317,09/19/2015 17:10:00,22.0,-2,3.57
6318,09/19/2015 17:15:00,22.0,-2,3.57
6319,09/19/2015 17:20:00,22.0,-2,3.57
6320,09/19/2015 17:25:00,22.0,-2,3.57
6321,09/19/2015 17:30:00,22.0,-2,3.57
6322,09/19/2015 17:35:00,22.0,-2,3.57
6323,09/19/2015 17:40:00,22.0,-2,3.57
6324,09/19/2015 17:45:00,22.0,-2,3.57
6325,09/19/2015 17:50:00,22.0,-2,3.57
6326,09/19/2015 17:55:00,22.0,-2,3.57
6327,09/19/2015 18:00:00,22.0,-2,3.57
6328,09/19/2015 18:05:00,22.0,-2,3.57
6329,09/19/2015 18:10:00,22.0,-2,3.57
6330,09/19/2015 18:15:00,22.0,-2,3.57
6331,09/19/2015 18:20:00,22.0,-1,3.57
6332,09/19/2015 18:25:00,22.0,-2,3.57
6333,09/19/2015 18:30:00,22.0,-2,3.57
6334,09/19/2015 18:35:00,22.0,-2,3.57
6335,09/19/2015 18:40:00,22.0,-2,3.57
6336,09/19/2015 18:45:00,22.0,-2,3.57
6337,09/19/2015 18:50:00,22.0,-2,3.57
6338,09/19/2015 18:55:00,22.0,-2,3.57
6339,09/19/2015 19:00:00,22.0,-2,3.57
6340,09/19/2015 19:05:00,22.0,-1,3.57
6341,09/19/2015 19:10:00,22.0,-1,3.56
6342,09/19/2015 19:15:00,22.0,-1,3.56
6343,09/19/2015 19:20:00,22.0,-1,3.56
6344,09/19/2015 19:25:00,22.0,-1,3.56
6345,09/19/2015 19:30:00,22.0,-1,3.56
6346,09/19/2015 19:35:00,22.0,-1,3.56
6347,09/19/2015 19:40:00,22.0,-1,3.56
6348,09/19/2015 19:45:00,22.0,-1,3.56
6349,09/19/2015 19:50:00,22.0,-1,3.56
6350,09/19/2015 19:55:00,22.0,-1,3.56
6351,09/19/2015 20:00:00,22.0,-1,3.56
6352,09/19/2015 20:05:00,22.0,-1,3.56
6353,09/19/2015 20:10:00,22.0,-1,3.56
6354,09/19/2015 20:15:00,22.0,-1,3.56
6355,09/19/2015 20:20:00,22.0,-1,3.56
6356,09/19/2015 20:25:00,22.0,-1,3.56
6357,09/19/2015 20:30:00,22.0,-1,3.56
6358,09/19/2015 20:35:00,22.0,-1,3.56
6359,09/19/2015 20:40:00,22.0,-1,3.56
6360,09/19/2015 20:45:00,22.0,-1,3.56
6361,09/19/2015 20:50:00,22.0,-1,3.56
6362,09/19/2015 20:55:00,22.0,-1,3.56
6363,09/19/2015 21:00:00,22.0,-1,3.56
6364,09/19/2015 21:05:00,22.0,-1,3.56
6365,09/19/2015 21:10:00,22.0,-1,3.56
6366,09/19/2015 21:15:00,22.0,-1,3.56
6367,09/19/2015 21:20:00,22.0,-1,3.56
6368,09/19/2015 21:25:00,22.0,-1,3.56
6369,09/19/2015 21:30:00,22.0,-1,3.56
6370,09/19/2015 21:35:00,22.0,-1,3.56
6371,09/19/2015 21:40:00,22.0,-1,3.56
6372,09/19/2015 21:45:00,22.0,-1,3.56
6373,09/19/2015 21:50:00,22.0,-1,3.56
6374,09/19/2015 21:55:00,22.0,-1,3.56
6375,09/19/2015 22:00:00,22.0,-1,3.56
6376,09/19/2015 22:05:00,22.0,-1,3.56
6377,09/19/2015 22:10:00,22.0,-1,3.56
6378,09/19/2015 22:15:00,22.0,-1,3.56
6379,09/19/2015 22:20:00,22.0,-1,3.56
6380,09/19/2015 22:25:00,22.0,-1,3.56
