sample,datetime,wtemp_p_1,wtrhgt__2,batt_mi_3
2437,09/06/2015 05:50:00,23.8,-1,3.55
2438,09/06/2015 05:55:00,23.8,-1,3.55
2439,09/06/2015 06:00:00,23.8,-1,3.55
2440,09/06/2015 06:05:00,23.8,-1,3.55
2441,09/06/2015 06:10:00,23.8,-1,3.55
2442,09/06/2015 06:15:00,23.8,-1,3.55
2443,09/06/2015 06:20:00,23.8,-1,3.55
2444,09/06/2015 06:25:00,23.8,-1,3.55
2445,09/06/2015 06:30:00,23.8,-1,3.55
2446,09/06/2015 06:35:00,23.8,-1,3.55
2447,09/06/2015 06:40:00,23.8,-1,3.55
2448,09/06/2015 06:45:00,23.8,-1,3.55
2449,09/06/2015 06:50:00,23.8,-1,3.55
2450,09/06/2015 06:55:00,23.8,-1,3.55
2451,09/06/2015 07:00:00,23.8,-1,3.55
2452,09/06/2015 07:05:00,23.8,-1,3.55
2453,09/06/2015 07:10:00,23.8,-1,3.55
2454,09/06/2015 07:15:00,23.8,-1,3.55
2455,09/06/2015 07:20:00,23.8,-1,3.55
2456,09/06/2015 07:25:00,23.8,0,3.55
2457,09/06/2015 07:30:00,23.8,0,3.55
2458,09/06/2015 07:35:00,23.8,-1,3.55
2459,09/06/2015 07:40:00,23.8,-1,3.55
2460,09/06/2015 07:45:00,23.8,-1,3.55
2461,09/06/2015 07:50:00,23.8,-1,3.55
2462,09/06/2015 07:55:00,23.8,-1,3.55
2463,09/06/2015 08:00:00,23.8,-1,3.55
2464,09/06/2015 08:05:00,23.8,-1,3.55
2465,09/06/2015 08:10:00,23.8,-1,3.55
2466,09/06/2015 08:15:00,23.8,-1,3.55
2467,09/06/2015 08:20:00,23.8,-1,3.55
2468,09/06/2015 08:25:00,23.8,-1,3.55
2469,09/06/2015 08:30:00,23.8,-1,3.55
2470,09/06/2015 08:35:00,23.8,-1,3.56
2471,09/06/2015 08:40:00,23.8,-1,3.56
2472,09/06/2015 08:45:00,23.8,-1,3.56
2473,09/06/2015 08:50:00,23.8,-1,3.56
2474,09/06/2015 08:55:00,23.8,-1,3.56
2475,09/06/2015 09:00:00,23.8,-1,3.56
2476,09/06/2015 09:05:00,23.8,-1,3.56
2477,09/06/2015 09:10:00,23.8,-1,3.56
2478,09/06/2015 09:15:00,23.8,0,3.56
2479,09/06/2015 09:20:00,23.8,0,3.56
2480,09/06/2015 09:25:00,23.8,0,3.56
2481,09/06/2015 09:30:00,23.8,-1,3.56
2482,09/06/2015 09:35:00,23.8,0,3.56
2483,09/06/2015 09:40:00,23.8,0,3.56
2484,09/06/2015 09:45:00,23.8,0,3.56
2485,09/06/2015 09:50:00,23.8,0,3.56
2486,09/06/2015 09:55:00,23.8,0,3.56
2487,09/06/2015 10:00:00,23.8,0,3.56
2488,09/06/2015 10:05:00,23.8,-1,3.56
2489,09/06/2015 10:10:00,23.8,0,3.56
2490,09/06/2015 10:15:00,23.8,0,3.56
2491,09/06/2015 10:20:00,23.8,-1,3.56
2492,09/06/2015 10:25:00,23.8,-1,3.56
2493,09/06/2015 10:30:00,23.8,-1,3.56
2494,09/06/2015 10:35:00,23.8,-1,3.56
2495,09/06/2015 10:40:00,23.8,-1,3.56
2496,09/06/2015 10:45:00,23.8,-1,3.56
2497,09/06/2015 10:50:00,23.8,-1,3.56
2498,09/06/2015 10:55:00,23.8,-1,3.56
2499,09/06/2015 11:00:00,23.8,-1,3.56
2500,09/06/2015 11:05:00,23.8,-1,3.56
2501,09/06/2015 11:10:00,23.8,-1,3.56
2502,09/06/2015 11:15:00,23.8,-1,3.56
2503,09/06/2015 11:20:00,23.8,-1,3.56
2504,09/06/2015 11:25:00,23.8,-1,3.56
2505,09/06/2015 11:30:00,23.8,-1,3.56
2506,09/06/2015 11:35:00,23.8,0,3.56
2507,09/06/2015 11:40:00,23.8,0,3.56
2508,09/06/2015 11:45:00,23.8,-1,3.56
2509,09/06/2015 11:50:00,23.8,-1,3.56
2510,09/06/2015 11:55:00,23.8,-1,3.56
2511,09/06/2015 12:00:00,23.8,-1,3.56
2512,09/06/2015 12:05:00,23.8,-1,3.56
2513,09/06/2015 12:10:00,23.8,-1,3.57
2514,09/06/2015 12:15:00,23.8,-1,3.57
2515,09/06/2015 12:20:00,23.8,-1,3.57
2516,09/06/2015 12:25:00,23.8,-1,3.57
2517,09/06/2015 12:30:00,23.8,-1,3.57
2518,09/06/2015 12:35:00,23.8,-1,3.57
2519,09/06/2015 12:40:00,23.8,-1,3.57
2520,09/06/2015 12:45:00,23.8,-2,3.57
2521,09/06/2015 12:50:00,23.8,-2,3.57
2522,09/06/2015 12:55:00,23.8,-2,3.57
2523,09/06/2015 13:00:00,23.8,-2,3.57
2524,09/06/2015 13:05:00,23.8,-1,3.57
2525,09/06/2015 13:10:00,23.8,0,3.58
2526,09/06/2015 13:15:00,23.8,-1,3.57
2527,09/06/2015 13:20:00,23.8,-1,3.57
2528,09/06/2015 13:25:00,23.8,-1,3.57
2529,09/06/2015 13:30:00,23.8,0,3.57
2530,09/06/2015 13:35:00,23.8,0,3.57
2531,09/06/2015 13:40:00,23.8,0,3.57
2532,09/06/2015 13:45:00,23.8,0,3.57
2533,09/06/2015 13:50:00,23.8,0,3.57
2534,09/06/2015 13:55:00,23.8,-1,3.57
2535,09/06/2015 14:00:00,23.8,-1,3.57
2536,09/06/2015 14:05:00,23.8,-1,3.57
2537,09/06/2015 14:10:00,23.8,-1,3.57
2538,09/06/2015 14:15:00,23.8,-2,3.57
2539,09/06/2015 14:20:00,23.8,-2,3.57
2540,09/06/2015 14:25:00,23.8,-1,3.57
2541,09/06/2015 14:30:00,23.8,0,3.57
2542,09/06/2015 14:35:00,23.8,-1,3.57
2543,09/06/2015 14:40:00,23.8,-1,3.57
2544,09/06/2015 14:45:00,23.8,-1,3.57
2545,09/06/2015 14:50:00,23.8,-1,3.57
2546,09/06/2015 14:55:00,23.8,-1,3.57
2547,09/06/2015 15:00:00,23.8,-1,3.57
2548,09/06/2015 15:05:00,23.8,-1,3.57
2549,09/06/2015 15:10:00,23.8,-1,3.57
2550,09/06/2015 15:15:00,23.8,-1,3.57
2551,09/06/2015 15:20:00,23.8,-2,3.57
2552,09/06/2015 15:25:00,23.8,-2,3.57
2553,09/06/2015 15:30:00,23.8,-1,3.57
2554,09/06/2015 15:35:00,23.8,-2,3.57
2555,09/06/2015 15:40:00,23.8,-2,3.57
2556,09/06/2015 15:45:00,23.8,-2,3.57
2557,09/06/2015 15:50:00,23.8,-2,3.57
2558,09/06/2015 15:55:00,23.8,-2,3.57
2559,09/06/2015 16:00:00,23.8,-2,3.57
2560,09/06/2015 16:05:00,23.8,-2,3.57
2561,09/06/2015 16:10:00,23.8,-2,3.57
2562,09/06/2015 16:15:00,23.8,-2,3.57
2563,09/06/2015 16:20:00,23.8,-2,3.57
2564,09/06/2015 16:25:00,24.2,-1,3.57
2565,09/06/2015 16:30:00,24.2,-1,3.57
2566,09/06/2015 16:35:00,24.2,-1,3.57
2567,09/06/2015 16:40:00,24.2,-1,3.57
2568,09/06/2015 16:45:00,24.2,-1,3.57
2569,09/06/2015 16:50:00,24.2,-2,3.57
2570,09/06/2015 16:55:00,24.2,-2,3.57
2571,09/06/2015 17:00:00,24.2,-2,3.57
2572,09/06/2015 17:05:00,24.2,-2,3.57
2573,09/06/2015 17:10:00,24.2,-2,3.57
2574,09/06/2015 17:15:00,24.2,-2,3.57
2575,09/06/2015 17:20:00,24.2,-2,3.57
2576,09/06/2015 17:25:00,24.2,-2,3.57
2577,09/06/2015 17:30:00,24.2,-2,3.56
2578,09/06/2015 17:35:00,24.2,-2,3.56
2579,09/06/2015 17:40:00,24.2,-2,3.56
2580,09/06/2015 17:45:00,24.2,-2,3.56
2581,09/06/2015 17:50:00,24.2,-2,3.56
2582,09/06/2015 17:55:00,24.2,-2,3.56
2583,09/06/2015 18:00:00,24.2,-2,3.56
2584,09/06/2015 18:05:00,24.2,-2,3.56
2585,09/06/2015 18:10:00,24.2,-2,3.56
2586,09/06/2015 18:15:00,24.2,-2,3.56
2587,09/06/2015 18:20:00,24.2,-2,3.56
2588,09/06/2015 18:25:00,24.2,-2,3.56
2589,09/06/2015 18:30:00,24.2,-2,3.56
2590,09/06/2015 18:35:00,24.2,-2,3.56
2591,09/06/2015 18:40:00,24.2,-2,3.56
2592,09/06/2015 18:45:00,24.2,-2,3.56
2593,09/06/2015 18:50:00,24.2,-2,3.56
2594,09/06/2015 18:55:00,24.2,-2,3.56
2595,09/06/2015 19:00:00,24.2,-2,3.56
2596,09/06/2015 19:05:00,24.2,-1,3.56
2597,09/06/2015 19:10:00,24.2,-2,3.56
2598,09/06/2015 19:15:00,24.2,-2,3.56
2599,09/06/2015 19:20:00,24.2,-2,3.56
2600,09/06/2015 19:25:00,24.2,-2,3.56
2601,09/06/2015 19:30:00,24.2,-2,3.56
2602,09/06/2015 19:35:00,24.2,-1,3.56
2603,09/06/2015 19:40:00,24.2,-1,3.56
2604,09/06/2015 19:45:00,24.2,-1,3.56
2605,09/06/2015 19:50:00,24.2,-1,3.56
2606,09/06/2015 19:55:00,24.2,-1,3.56
2607,09/06/2015 20:00:00,24.2,-1,3.56
2608,09/06/2015 20:05:00,24.2,-1,3.56
2609,09/06/2015 20:10:00,24.2,-1,3.56
2610,09/06/2015 20:15:00,24.2,-1,3.56
2611,09/06/2015 20:20:00,24.2,-1,3.56
2612,09/06/2015 20:25:00,24.2,-1,3.56
2613,09/06/2015 20:30:00,24.2,-1,3.56
2614,09/06/2015 20:35:00,24.2,-1,3.56
2615,09/06/2015 20:40:00,24.2,-1,3.56
2616,09/06/2015 20:45:00,24.2,-1,3.56
2617,09/06/2015 20:50:00,24.2,-1,3.56
2618,09/06/2015 20:55:00,24.2,-1,3.56
2619,09/06/2015 21:00:00,24.2,-1,3.56
2620,09/06/2015 21:05:00,24.2,-1,3.56
2621,09/06/2015 21:10:00,24.2,-1,3.56
2622,09/06/2015 21:15:00,24.2,-1,3.56
2623,09/06/2015 21:20:00,24.2,-1,3.56
2624,09/06/2015 21:25:00,24.2,-1,3.56
2625,09/06/2015 21:30:00,24.2,-1,3.56
2626,09/06/2015 21:35:00,24.2,-1,3.56
2627,09/06/2015 21:40:00,24.2,-1,3.56
2628,09/06/2015 21:45:00,24.2,-1,3.56
2629,09/06/2015 21:50:00,24.2,-1,3.56
2630,09/06/2015 21:55:00,24.2,-1,3.56
2631,09/06/2015 22:00:00,24.2,-1,3.56
2632,09/06/2015 22:05:00,24.2,-1,3.56
2633,09/06/2015 22:10:00,24.2,-1,3.56
2634,09/06/2015 22:15:00,24.2,-1,3.56
2635,09/06/2015 22:20:00,24.2,-1,3.56
2636,09/06/2015 22:25:00,24.2,-1,3.56
2637,09/06/2015 22:30:00,24.2,-1,3.55
2638,09/06/2015 22:35:00,24.2,-1,3.56
2639,09/06/2015 22:40:00,24.2,-1,3.55
2640,09/06/2015 22:45:00,24.2,-1,3.55
2641,09/06/2015 22:50:00,24.2,-1,3.56
2642,09/06/2015 22:55:00,24.2,-1,3.55
2643,09/06/2015 23:00:00,24.2,-1,3.55
2644,09/06/2015 23:05:00,24.2,-1,3.55
2645,09/06/2015 23:10:00,24.2,-1,3.55
2646,09/06/2015 23:15:00,24.2,-1,3.55
2647,09/06/2015 23:20:00,24.2,-1,3.55
2648,09/06/2015 23:25:00,24.2,-1,3.55
2649,09/06/2015 23:30:00,24.2,-1,3.55
2650,09/06/2015 23:35:00,24.2,-1,3.55
2651,09/06/2015 23:40:00,24.2,-1,3.55
2652,09/06/2015 23:45:00,24.2,-1,3.55
2653,09/06/2015 23:50:00,24.2,-1,3.55
2654,09/06/2015 23:55:00,24.2,-1,3.55
2655,09/07/2015 00:00:00,24.2,-1,3.55
2656,09/07/2015 00:05:00,24.2,-1,3.55
2657,09/07/2015 00:10:00,24.2,-1,3.55
2658,09/07/2015 00:15:00,24.2,-1,3.55
2659,09/07/2015 00:20:00,24.2,-1,3.55
2660,09/07/2015 00:25:00,24.2,-1,3.55
2661,09/07/2015 00:30:00,24.2,-1,3.55
2662,09/07/2015 00:35:00,24.2,-1,3.55
2663,09/07/2015 00:40:00,24.2,-1,3.55
2664,09/07/2015 00:45:00,24.2,-1,3.55
2665,09/07/2015 00:50:00,24.2,-1,3.55
2666,09/07/2015 00:55:00,24.2,-1,3.55
2667,09/07/2015 01:00:00,24.2,-1,3.55
2668,09/07/2015 01:05:00,24.2,-1,3.55
2669,09/07/2015 01:10:00,24.2,-1,3.55
2670,09/07/2015 01:15:00,24.2,-1,3.55
2671,09/07/2015 01:20:00,24.2,-1,3.55
2672,09/07/2015 01:25:00,24.2,-1,3.55
2673,09/07/2015 01:30:00,24.2,-1,3.55
2674,09/07/2015 01:35:00,24.2,-1,3.55
2675,09/07/2015 01:40:00,24.2,-1,3.55
2676,09/07/2015 01:45:00,24.2,-1,3.55
2677,09/07/2015 01:50:00,24.2,-1,3.55
2678,09/07/2015 01:55:00,24.2,-1,3.55
2679,09/07/2015 02:00:00,24.2,-1,3.55
2680,09/07/2015 02:05:00,24.2,-1,3.55
2681,09/07/2015 02:10:00,24.2,-1,3.55
2682,09/07/2015 02:15:00,24.2,-1,3.55
2683,09/07/2015 02:20:00,23.8,-1,3.55
2684,09/07/2015 02:25:00,23.8,-1,3.55
2685,09/07/2015 02:30:00,23.8,-1,3.55
2686,09/07/2015 02:35:00,23.8,-1,3.55
2687,09/07/2015 02:40:00,23.8,-1,3.55
2688,09/07/2015 02:45:00,23.8,-1,3.55
2689,09/07/2015 02:50:00,23.8,-1,3.55
2690,09/07/2015 02:55:00,23.8,-1,3.55
2691,09/07/2015 03:00:00,23.8,-1,3.55
2692,09/07/2015 03:05:00,23.8,-1,3.55
2693,09/07/2015 03:10:00,23.8,-1,3.55
2694,09/07/2015 03:15:00,23.8,-1,3.55
2695,09/07/2015 03:20:00,23.8,-1,3.55
2696,09/07/2015 03:25:00,23.8,-1,3.55
2697,09/07/2015 03:30:00,23.8,-1,3.55
2698,09/07/2015 03:35:00,23.8,-1,3.55
2699,09/07/2015 03:40:00,23.8,-1,3.55
2700,09/07/2015 03:45:00,23.8,-1,3.55
2701,09/07/2015 03:50:00,23.8,-1,3.55
2702,09/07/2015 03:55:00,23.8,-1,3.55
2703,09/07/2015 04:00:00,23.8,-1,3.55
2704,09/07/2015 04:05:00,23.8,-1,3.55
2705,09/07/2015 04:10:00,23.8,-1,3.55
2706,09/07/2015 04:15:00,23.8,-1,3.55
2707,09/07/2015 04:20:00,23.8,-1,3.55
2708,09/07/2015 04:25:00,23.8,-1,3.55
2709,09/07/2015 04:30:00,23.8,-1,3.55
2710,09/07/2015 04:35:00,23.8,-1,3.55
2711,09/07/2015 04:40:00,23.8,-1,3.55
2712,09/07/2015 04:45:00,23.8,-1,3.55
2713,09/07/2015 04:50:00,23.8,-1,3.55
2714,09/07/2015 04:55:00,23.8,-1,3.55
2715,09/07/2015 05:00:00,23.8,-1,3.55
2716,09/07/2015 05:05:00,23.8,-1,3.55
2717,09/07/2015 05:10:00,23.8,-1,3.55
2718,09/07/2015 05:15:00,23.8,-1,3.55
2719,09/07/2015 05:20:00,23.8,-1,3.55
2720,09/07/2015 05:25:00,23.8,-1,3.55
2721,09/07/2015 05:30:00,23.8,-1,3.55
2722,09/07/2015 05:35:00,23.8,-1,3.55
2723,09/07/2015 05:40:00,23.8,-1,3.55
2724,09/07/2015 05:45:00,23.8,-1,3.55
2725,09/07/2015 05:50:00,23.8,-1,3.55
2726,09/07/2015 05:55:00,23.8,-1,3.55
2727,09/07/2015 06:00:00,23.8,-1,3.55
2728,09/07/2015 06:05:00,23.8,-1,3.55
2729,09/07/2015 06:10:00,23.8,-1,3.55
2730,09/07/2015 06:15:00,23.8,-1,3.55
2731,09/07/2015 06:20:00,23.8,0,3.55
2732,09/07/2015 06:25:00,23.8,0,3.55
2733,09/07/2015 06:30:00,23.8,0,3.55
2734,09/07/2015 06:35:00,23.8,0,3.55
2735,09/07/2015 06:40:00,23.8,0,3.55
2736,09/07/2015 06:45:00,23.8,0,3.55
2737,09/07/2015 06:50:00,23.8,0,3.55
2738,09/07/2015 06:55:00,23.8,0,3.55
2739,09/07/2015 07:00:00,23.8,0,3.55
2740,09/07/2015 07:05:00,23.8,0,3.55
2741,09/07/2015 07:10:00,23.8,0,3.55
2742,09/07/2015 07:15:00,23.8,0,3.55
2743,09/07/2015 07:20:00,23.8,0,3.55
2744,09/07/2015 07:25:00,23.8,-1,3.55
2745,09/07/2015 07:30:00,23.8,-1,3.55
2746,09/07/2015 07:35:00,23.8,-1,3.55
2747,09/07/2015 07:40:00,23.8,-1,3.55
2748,09/07/2015 07:45:00,23.8,-1,3.55
2749,09/07/2015 07:50:00,23.8,-1,3.55
2750,09/07/2015 07:55:00,23.8,-1,3.55
2751,09/07/2015 08:00:00,23.8,0,3.55
2752,09/07/2015 08:05:00,23.8,0,3.55
2753,09/07/2015 08:10:00,23.8,0,3.55
2754,09/07/2015 08:15:00,23.8,0,3.55
2755,09/07/2015 08:20:00,23.8,0,3.55
2756,09/07/2015 08:25:00,23.8,0,3.55
2757,09/07/2015 08:30:00,23.8,0,3.56
2758,09/07/2015 08:35:00,23.8,0,3.55
2759,09/07/2015 08:40:00,23.8,0,3.56
2760,09/07/2015 08:45:00,23.8,0,3.56
2761,09/07/2015 08:50:00,23.8,0,3.56
2762,09/07/2015 08:55:00,23.8,-1,3.56
2763,09/07/2015 09:00:00,23.8,0,3.56
2764,09/07/2015 09:05:00,23.8,0,3.56
2765,09/07/2015 09:10:00,23.8,0,3.56
2766,09/07/2015 09:15:00,23.8,0,3.56
2767,09/07/2015 09:20:00,23.8,0,3.56
2768,09/07/2015 09:25:00,23.8,0,3.56
2769,09/07/2015 09:30:00,23.8,0,3.56
2770,09/07/2015 09:35:00,23.8,0,3.56
2771,09/07/2015 09:40:00,23.8,0,3.56
2772,09/07/2015 09:45:00,23.8,0,3.56
2773,09/07/2015 09:50:00,23.8,0,3.56
2774,09/07/2015 09:55:00,23.8,0,3.56
2775,09/07/2015 10:00:00,23.8,0,3.56
2776,09/07/2015 10:05:00,23.8,0,3.56
2777,09/07/2015 10:10:00,23.8,0,3.56
2778,09/07/2015 10:15:00,23.8,0,3.56
2779,09/07/2015 10:20:00,23.8,-1,3.56
2780,09/07/2015 10:25:00,23.8,0,3.56
2781,09/07/2015 10:30:00,23.8,-1,3.56
2782,09/07/2015 10:35:00,23.8,0,3.56
2783,09/07/2015 10:40:00,23.8,0,3.56
2784,09/07/2015 10:45:00,23.8,-1,3.56
2785,09/07/2015 10:50:00,23.8,-1,3.56
2786,09/07/2015 10:55:00,23.8,0,3.56
2787,09/07/2015 11:00:00,23.8,0,3.56
2788,09/07/2015 11:05:00,23.8,0,3.56
2789,09/07/2015 11:10:00,23.8,0,3.56
2790,09/07/2015 11:15:00,23.8,0,3.56
2791,09/07/2015 11:20:00,23.8,0,3.56
2792,09/07/2015 11:25:00,23.8,0,3.56
2793,09/07/2015 11:30:00,23.8,0,3.56
2794,09/07/2015 11:35:00,23.8,-1,3.56
2795,09/07/2015 11:40:00,23.8,0,3.56
2796,09/07/2015 11:45:00,23.8,0,3.56
2797,09/07/2015 11:50:00,23.8,0,3.56
2798,09/07/2015 11:55:00,23.8,-1,3.56
2799,09/07/2015 12:00:00,23.8,-1,3.56
2800,09/07/2015 12:05:00,23.8,-1,3.56
2801,09/07/2015 12:10:00,23.8,-1,3.56
2802,09/07/2015 12:15:00,23.8,-1,3.56
2803,09/07/2015 12:20:00,23.8,-1,3.56
2804,09/07/2015 12:25:00,23.8,0,3.56
2805,09/07/2015 12:30:00,23.8,0,3.56
2806,09/07/2015 12:35:00,23.8,0,3.56
2807,09/07/2015 12:40:00,23.8,-1,3.56
2808,09/07/2015 12:45:00,23.8,-1,3.57
2809,09/07/2015 12:50:00,23.8,0,3.57
2810,09/07/2015 12:55:00,23.8,-1,3.57
2811,09/07/2015 13:00:00,23.8,-1,3.57
2812,09/07/2015 13:05:00,23.8,0,3.57
2813,09/07/2015 13:10:00,23.8,0,3.57
2814,09/07/2015 13:15:00,23.8,0,3.57
2815,09/07/2015 13:20:00,23.8,0,3.57
2816,09/07/2015 13:25:00,23.8,0,3.57
2817,09/07/2015 13:30:00,23.8,0,3.57
2818,09/07/2015 13:35:00,23.8,0,3.57
2819,09/07/2015 13:40:00,23.8,0,3.56
2820,09/07/2015 13:45:00,23.8,0,3.57
2821,09/07/2015 13:50:00,23.8,-1,3.56
2822,09/07/2015 13:55:00,23.8,0,3.57
2823,09/07/2015 14:00:00,23.8,0,3.57
2824,09/07/2015 14:05:00,23.8,0,3.57
2825,09/07/2015 14:10:00,23.8,-1,3.57
2826,09/07/2015 14:15:00,23.8,0,3.57
2827,09/07/2015 14:20:00,23.8,-1,3.57
2828,09/07/2015 14:25:00,23.8,-1,3.57
2829,09/07/2015 14:30:00,23.8,-1,3.57
2830,09/07/2015 14:35:00,23.8,0,3.57
2831,09/07/2015 14:40:00,23.8,0,3.57
2832,09/07/2015 14:45:00,23.8,0,3.57
2833,09/07/2015 14:50:00,23.8,0,3.57
2834,09/07/2015 14:55:00,23.8,0,3.57
2835,09/07/2015 15:00:00,23.8,-1,3.57
2836,09/07/2015 15:05:00,23.8,-1,3.57
2837,09/07/2015 15:10:00,23.8,-1,3.57
2838,09/07/2015 15:15:00,23.8,-1,3.57
2839,09/07/2015 15:20:00,23.8,-1,3.57
2840,09/07/2015 15:25:00,23.8,0,3.57
2841,09/07/2015 15:30:00,23.8,0,3.57
2842,09/07/2015 15:35:00,23.8,0,3.57
2843,09/07/2015 15:40:00,23.8,0,3.57
2844,09/07/2015 15:45:00,23.8,-1,3.57
2845,09/07/2015 15:50:00,23.8,-1,3.57
2846,09/07/2015 15:55:00,23.8,-1,3.57
2847,09/07/2015 16:00:00,23.8,-1,3.57
2848,09/07/2015 16:05:00,23.8,-1,3.57
2849,09/07/2015 16:10:00,23.8,-1,3.57
2850,09/07/2015 16:15:00,23.8,-1,3.57
2851,09/07/2015 16:20:00,23.8,-1,3.57
2852,09/07/2015 16:25:00,23.8,-1,3.57
2853,09/07/2015 16:30:00,23.8,-1,3.57
2854,09/07/2015 16:35:00,23.8,-1,3.57
2855,09/07/2015 16:40:00,23.8,-1,3.57
2856,09/07/2015 16:45:00,23.8,-1,3.57
2857,09/07/2015 16:50:00,23.8,-1,3.57
2858,09/07/2015 16:55:00,23.8,-1,3.57
2859,09/07/2015 17:00:00,23.8,-1,3.56
2860,09/07/2015 17:05:00,23.8,-1,3.57
2861,09/07/2015 17:10:00,23.8,-1,3.56
2862,09/07/2015 17:15:00,23.8,-1,3.57
2863,09/07/2015 17:20:00,23.8,-1,3.56
2864,09/07/2015 17:25:00,24.2,-1,3.56
2865,09/07/2015 17:30:00,24.2,-1,3.56
2866,09/07/2015 17:35:00,24.2,-1,3.56
2867,09/07/2015 17:40:00,24.2,-1,3.56
2868,09/07/2015 17:45:00,24.2,-2,3.56
2869,09/07/2015 17:50:00,24.2,-2,3.56
2870,09/07/2015 17:55:00,24.2,-1,3.56
2871,09/07/2015 18:00:00,24.2,-1,3.56
2872,09/07/2015 18:05:00,24.2,-2,3.56
2873,09/07/2015 18:10:00,24.2,-1,3.56
2874,09/07/2015 18:15:00,24.2,-1,3.56
2875,09/07/2015 18:20:00,24.2,-1,3.56
2876,09/07/2015 18:25:00,24.2,-1,3.56
2877,09/07/2015 18:30:00,24.2,-2,3.56
2878,09/07/2015 18:35:00,24.2,-2,3.56
2879,09/07/2015 18:40:00,24.2,-2,3.56
2880,09/07/2015 18:45:00,24.2,-1,3.56
2881,09/07/2015 18:50:00,24.2,-1,3.56
2882,09/07/2015 18:55:00,24.2,-1,3.56
2883,09/07/2015 19:00:00,24.2,-2,3.56
2884,09/07/2015 19:05:00,24.2,-1,3.56
2885,09/07/2015 19:10:00,24.2,-2,3.56
2886,09/07/2015 19:15:00,24.2,-2,3.56
2887,09/07/2015 19:20:00,24.2,-1,3.56
2888,09/07/2015 19:25:00,24.2,-2,3.56
2889,09/07/2015 19:30:00,24.2,-1,3.56
2890,09/07/2015 19:35:00,24.2,-2,3.56
2891,09/07/2015 19:40:00,24.2,-2,3.56
2892,09/07/2015 19:45:00,24.2,-2,3.56
2893,09/07/2015 19:50:00,24.2,-2,3.56
2894,09/07/2015 19:55:00,24.2,-2,3.56
2895,09/07/2015 20:00:00,24.2,-1,3.56
2896,09/07/2015 20:05:00,24.2,-1,3.56
2897,09/07/2015 20:10:00,24.2,-1,3.56
2898,09/07/2015 20:15:00,24.2,-1,3.56
2899,09/07/2015 20:20:00,24.2,-1,3.56
2900,09/07/2015 20:25:00,24.2,-1,3.56
2901,09/07/2015 20:30:00,24.2,-1,3.56
2902,09/07/2015 20:35:00,24.2,-1,3.56
2903,09/07/2015 20:40:00,24.2,-1,3.56
2904,09/07/2015 20:45:00,24.2,-1,3.56
2905,09/07/2015 20:50:00,24.2,-1,3.56
2906,09/07/2015 20:55:00,24.2,-1,3.56
2907,09/07/2015 21:00:00,24.2,-1,3.56
2908,09/07/2015 21:05:00,24.2,-1,3.56
2909,09/07/2015 21:10:00,24.2,-1,3.56
2910,09/07/2015 21:15:00,24.2,-1,3.56
2911,09/07/2015 21:20:00,24.2,-1,3.56
2912,09/07/2015 21:25:00,24.2,-1,3.56
2913,09/07/2015 21:30:00,24.2,-1,3.56
2914,09/07/2015 21:35:00,24.2,-1,3.56
2915,09/07/2015 21:40:00,24.2,-1,3.56
2916,09/07/2015 21:45:00,24.2,-1,3.56
2917,09/07/2015 21:50:00,24.2,-1,3.56
2918,09/07/2015 21:55:00,24.2,-1,3.55
2919,09/07/2015 22:00:00,24.2,-1,3.56
2920,09/07/2015 22:05:00,24.2,-1,3.56
2921,09/07/2015 22:10:00,24.2,-1,3.55
2922,09/07/2015 22:15:00,24.2,-1,3.55
2923,09/07/2015 22:20:00,24.2,-1,3.55
2924,09/07/2015 22:25:00,24.2,-1,3.55
2925,09/07/2015 22:30:00,24.2,-1,3.55
2926,09/07/2015 22:35:00,24.2,-1,3.55
2927,09/07/2015 22:40:00,24.2,-1,3.55
2928,09/07/2015 22:45:00,24.2,-1,3.55
2929,09/07/2015 22:50:00,24.2,-1,3.55
2930,09/07/2015 22:55:00,24.2,-1,3.55
2931,09/07/2015 23:00:00,24.2,-1,3.55
2932,09/07/2015 23:05:00,24.2,-1,3.55
2933,09/07/2015 23:10:00,24.2,-1,3.55
2934,09/07/2015 23:15:00,24.2,-1,3.55
2935,09/07/2015 23:20:00,24.2,-1,3.55
2936,09/07/2015 23:25:00,24.2,-1,3.55
2937,09/07/2015 23:30:00,24.2,-1,3.55
2938,09/07/2015 23:35:00,24.2,-1,3.55
2939,09/07/2015 23:40:00,24.2,-1,3.55
2940,09/07/2015 23:45:00,24.2,-1,3.55
2941,09/07/2015 23:50:00,24.2,-1,3.55
2942,09/07/2015 23:55:00,24.2,-1,3.55
2943,09/08/2015 00:00:00,24.2,-1,3.55
2944,09/08/2015 00:05:00,24.2,-1,3.55
2945,09/08/2015 00:10:00,24.2,-1,3.55
2946,09/08/2015 00:15:00,24.2,-1,3.55
2947,09/08/2015 00:20:00,24.2,-1,3.55
2948,09/08/2015 00:25:00,24.2,-1,3.55
2949,09/08/2015 00:30:00,24.2,-1,3.55
2950,09/08/2015 00:35:00,24.2,-1,3.55
2951,09/08/2015 00:40:00,24.2,-1,3.55
2952,09/08/2015 00:45:00,24.2,-1,3.55
2953,09/08/2015 00:50:00,24.2,-1,3.55
2954,09/08/2015 00:55:00,24.2,-1,3.55
2955,09/08/2015 01:00:00,24.2,-1,3.55
2956,09/08/2015 01:05:00,24.2,-1,3.55
2957,09/08/2015 01:10:00,24.2,-1,3.55
